461.9215_0B 20080130T103754 20080130T150754  4.99  0.04      70      10     122     -30     194    -186 461.9424_0A
466.4840_0B 20080203T043730 20080204T093754  8.38  0.68     308      13     114       2      -4       0 466.6715_0Ac
466.6715_0A 20080204T040754 20080204T123754 15.03  0.52     332      39     323      11      93       0 466.4840_0Bc
466.8799_0A 20080204T093730 20080204T130754 11.13   0.9     103      37     406       0      53      -7 466.9632_0B
467.7549_0A 20080205T060730 20080205T123754  6.94  0.64     259      41      51      -4      14      -2 467.7965_0B
467.9007_0A 20080205T100730 20080205T140754  4.39   0.0     125       7      58     -60     -20     -10    NULL
474.6715_0A 20080212T053730 20080212T180754  7.55  0.71     245      34     117       2      28       0 474.8174_0Bc
474.8174_0B 20080212T080746 20080212T170754  7.98  1.63     240      38     165       4     -16      -3 474.6715_0Ac
475.7132_0A 20080213T090730 20080213T223754  9.76  1.86      66      36      99       0      73       2 476.1090_0B
477.5257_0A 20080215T030730 20080215T160754  9.83  2.02      90      30     155       3     117       2 477.8174_0Bc
477.8174_0B 20080215T090746 20080215T190754 14.35  1.78      83      28     180       2      77       2 477.5257_0Ac
479.1715_0A 20080216T173730 20080217T030754 13.71  0.53      82      13     213       6      29       2 479.3799_0B
482.5465_0B 20080220T023746 20080220T170754  5.05  1.47     286      30      16     -10      12       1    NULL
484.5465_0A 20080222T023730 20080222T083754  7.11  0.46      68      25     -17     -25      43       0 484.6924_0B
486.1715_0B 20080223T200730 20080224T053754 14.25  4.53      73      35     203       4     107       3 486.2340_0Ac
486.2340_0A 20080223T183747 20080224T080754  9.40  1.91      67      38      57       0    -167       1 486.1715_0Bc
506.2549_0A 20080314T183730 20080315T083754  0.00  1.07     265      24     120      -8      57      -1    NULL
508.9215_0B 20080317T133754 20080317T170754  9.66  1.02     282      31     514      35     114       4 509.0674_0A
509.0465_0A 20080317T113750 20080317T170754  8.73   0.1     238      13     509      43       9       0    NULL
509.9007_0A 20080318T093730 20080318T150854 12.46  0.52     118      31     317      12      89       1 509.9424_0B
514.1299_0A 20080322T150730 20080323T000754  8.91  1.47     102      39       8      -5     135       5 514.1299_0Bc
514.1299_0B 20080322T160752 20080322T210754  9.55  0.95      97      33     164       1     -81      -2 514.1299_0Ac
516.3174_0B 20080324T200754 20080325T083754  5.65  1.07     281      26      48       0     103       2 516.3382_0A
517.2965_0A 20080325T193730 20080325T210754 11.75  3.13      99      73     751    -189     413    -137 517.3174_0Bc
517.3174_0B 20080325T193752 20080325T210754 15.53  2.09     108      53    1573     386     204     -44 517.2965_0Ac
518.0257_0A 20080326T140730 20080327T023754  9.38  1.42     264      26     134       2     107       1 518.4632_0B
528.1715_0A 20080405T163730 20080405T173754 10.14  2.36     261      45     834     -65    -257    -382 528.1924_0Bc
528.1924_0B 20080405T170755 20080405T193754 12.61  1.24     262      42     537     -53     295     -42 528.1715_0Ac
531.9424_0A 20080409T110730 20080409T150754 14.97   1.6     238      42     448       0     215       0 531.9632_0B
532.0257_0A 20080409T140730 20080410T080754  0.00  0.53      72      39     -62      -3      30       0    NULL
533.5882_0A 20080411T023730 20080411T080754 10.62  0.38     268      39     192      -9     -21       2    NULL
534.5049_0A 20080412T003730 20080412T043754  8.04  0.67      57      24     170     -42      79       4 534.5049_0B
536.6924_0A 20080414T050730 20080414T103754 11.49 -0.18     117      24     491      33     160       0 536.7549_0B
538.8799_0B 20080416T093759 20080416T160754  8.36  0.46      81      28     -71     -11     121      -2    NULL
549.1090_0A 20080426T143730 20080426T173754 11.21   1.8      64      56     437     -20     145     -52 549.1507_0B
551.5465_0A 20080429T020730 20080429T073754  6.31  0.32     289      11      32     -17      32       0 551.5882_0B
554.2132_0B 20080501T183805 20080502T090754 15.44  0.73      77       9     140      -1      15       0 554.0257_0A
563.2132_0B 20080510T173808 20080510T233754  9.18  0.19      96      12      49      -6      76       5 563.1924_0A
567.7965_0B 20080515T073810 20080515T143754  9.59  0.31      82       9     -29     -14     -24       2 567.7965_0A
568.5674_0B 20080516T043754 20080516T143754 12.66  3.15      95      11      98      -1      41       0 568.6924_0A
569.9424_0A 20080517T103730 20080517T120754 11.82  1.57      91      27     983       0     336      18 569.9840_0B
571.6715_0A 20080519T043730 20080519T073754  5.98  0.08      89      20     133     -37      79       0    NULL
571.8799_0A 20080519T093730 20080519T153754  8.61  0.11      79      13      44     -11     -54      25    NULL
576.2132_0B 20080523T173754 20080524T013754 16.45  1.04     240      14     290      26      91       4 576.2340_0A
577.5882_0A 20080525T033730 20080525T233754  9.09  1.04      84      33      49       0      79       1 577.6715_0B
579.8174_0A 20080527T073730 20080527T110754  8.29   0.2     250      17      66     -25     -25      -5    NULL
585.2340_0A 20080601T190730 20080602T110754 10.75  2.07      87      47     156       3     114       1    NULL
595.6715_0A 20080612T053730 20080612T133754  9.16  1.43      70      40     207       4     125       0 595.6924_0B
598.5257_0A 20080615T010730 20080615T050754  7.87  0.39     123      26      -7     -44     -60     -27 598.5674_0B
609.5465_0B 20080626T033824 20080626T120754 11.30   0.6      71      32     121       0     224       9    NULL
613.7965_0B 20080630T093754 20080630T153754  2.91  0.83      54      21      60       0    -163      -5 613.9007_0A
619.3382_0A 20080705T213730 20080706T033754  9.64  0.83     106      13      -6     -11       8       0 619.3799_0B
620.0465_0A 20080706T140730 20080706T193754 10.39  0.29     110       6     256       0     218       9 620.0882_0B
620.7549_0A 20080707T073730 20080707T203754  9.25  2.62     115      38     162       3     125       3 621.2549_0Bc
621.2549_0B 20080707T180827 20080708T003754 13.26  0.62     220      55     245       4     165      -2 620.7549_0Ac
634.9424_0A 20080721T033754 20080721T190754  4.85  0.04     117      18    -144     -24    -103      -8 634.9840_0B
644.4424_0A 20080730T013730 20080731T080754  7.52  0.21      63      11      35     -25      10       0 644.5257_0B
644.5257_0A 20080731T003754 20080731T150754 13.78  3.09     271      27     199       6      30      -1 644.7757_0B
644.9424_0A 20080731T120730 20080801T013754 11.24  2.41     285      38     212       5     128       3 645.4215_0B
646.2340_0A 20080801T180730 20080801T200754  9.94  0.12      63      11     901     109     -45      11    NULL
648.2132_0A 20080803T180730 20080804T110754  6.74  1.08     281      30     -12      -2      35       4    NULL
648.5465_0A 20080804T023730 20080804T070754 14.54  0.26     111       7     367      22      67      17 648.6924_0B
659.5257_0B 20080815T073754 20080815T220754 16.24  1.19      75      47      52       0      42       0 659.8174_0A
659.6924_0B 20080815T040833 20080815T220754 10.03  0.75      79      43      57       0      74       1 660.0257_0A
661.4215_0B 20080816T233730 20080817T063754 10.65  0.46     269      12     267      14     990      44 661.4632_0Ac
661.4632_0A 20080816T233833 20080817T093754  5.28  0.07     259      18     -17      -4     -69       0 661.4215_0Bc
661.5674_0B 20080817T020833 20080817T060754 11.77  0.47     269      22     329       0      33       0 661.5674_0A
674.9632_0A 20080830T123730 20080831T030754  6.58  0.94     114      46      23      -1     135       3 675.2549_0B
709.5674_0A 20081004T030730 20081005T003754 12.42  0.88      77      29      96       1     -36       0 709.8590_0B
711.1715_0A 20081005T183730 20081006T123754 12.27   2.8     262      32      89       0     160       2 711.6715_0B
717.7549_0A 20081012T073730 20081012T150754  5.76   0.0      87       7      39      -9     -15      13    NULL
722.8382_0B 20081017T093730 20081017T170754  8.56  0.88     112      34     110       0     265      11 722.8590_0Ac
722.8590_0A 20081017T093824 20081017T180754  7.96  1.91     251      36      81      -2    -250     -12 722.8382_0Bc
739.5465_0B 20081103T010819 20081103T080754 14.75  0.67     285      26     307       0     114       2 739.5049_0A
740.6715_0B 20081104T043754 20081104T063754 13.09  0.35     298      14     654     -41     -35     -55 740.6924_0A
743.0257_0B 20081106T125254 20081106T163754 14.43  0.39     290      10     467      19      45       9 743.0361_0A
750.0882_0B 20081113T163730 20081113T220754 15.35   2.1     108      37     362      14     307      15 750.1299_0Ac
750.1299_0A 20081113T153816 20081113T233754 10.38  0.88     250      70     147      -7     268      10 750.0882_0Bc
767.6090_0A 20081201T040730 20081202T080754  3.22   1.0      84      48     -19       0      77       1    NULL
773.4215_0B 20081206T045254 20081207T110754 14.95  1.75      95      35     215       0     129       3 773.7028_0A
778.8174_0B 20081212T080805 20081212T143754 14.01  1.73     285      37     313      10     280       0 778.7965_0A
780.1924_0B 20081213T190805 20081214T030754 11.24  0.18     271       7     252       9       9       0 780.1715_0A
786.9007_0B 20081220T123754 20081220T193754 12.05  0.38      84      18     205       3      51       0 787.0257_0A
787.3382_0A 20081220T203730 20081221T030754  9.10  0.63     262      38     -83     -25    -298     -46 787.3590_0B
793.6924_0A 20081227T060730 20081227T130754 14.41  2.32      76      25     327       9     135       2 793.8799_0B
796.2757_0A 20081229T193730 20081230T085254 11.60  0.32      72      11     141       3      -1       0 796.5882_0B
798.0882_0A 20081231T163730 20090101T063754  0.00  0.56     272      20      15       0    -400      -3    NULL
811.7340_0A 20090114T070730 20090114T135230 11.33  1.25      82      24     204     -22      38       0 811.9215_0B
839.5049_0A 20090211T000730 20090211T083730 13.49  0.95      88      41     222      -7      51      -6 839.5257_0B
846.6715_0A 20090218T055230 20090218T163730  9.44  2.17      73      33     207       5     155       2 847.1090_0B
888.0049_0A 20090331T143730 20090331T213730  5.74  0.64      81      33      16     -12      39       1 888.2340_0B
898.8174_0B 20090411T073753 20090411T193730 12.50 -1.06      77      11     121       2     258      21    NULL
910.8382_0A 20090423T083730 20090423T160730  8.40  1.27      72      38      69     -17      35      -7 910.8799_0Bc
910.8799_0B 20090423T090756 20090423T140730 14.03  1.86      64      33     364      38      94      15 910.8382_0Ac
948.3694_0A 20090530T000730 20090531T133730 10.86  0.36      80      14     192       4      28       0    NULL
961.7757_0A 20090613T080730 20090614T010730  8.16  1.45      88      38      18       0     130       1 961.9840_0B
964.6299_0A 20090616T040730 20090616T133730  8.01  0.36      95      27     153       3    -119       0    NULL
965.0674_0A 20090616T140730 20090617T000730 11.47  1.51     259      34     246       5      97       2 965.2132_0B
968.7340_0A 20090620T053730 20090620T130730  7.03  0.33      72      16      41     -11      33       0    NULL
970.2340_0B 20090621T193730 20090621T223730 11.86  0.74      63      12     210     -25      89      22 970.3174_0A
974.9215_0A 20090626T113730 20090626T230730  5.58  0.51      81      39      47       0      20       0 975.0049_0B
981.5049_0B 20090703T003819 20090703T080730  0.00  0.73     261      20     371      22      28      -2 981.5049_0A
1000.6507_0A 20090722T033730 20090722T073730  3.05  0.09     269       7    -183     -99    -138     -33    NULL
1001.7757_0B 20090723T070730 20090723T123730  9.44  0.42      89      30      64     -27      53       0 1001.7965_0A
1009.9632_0B 20090731T130730 20090731T220730 16.97  2.71      70      28     283      10     271      13 1010.0465_0A
1014.2549_0B 20090804T180730 20090805T003730 15.55  3.34     254      36     280      15     -75       8 1014.2757_0Ac
1014.2757_0A 20090804T153819 20090805T013730  3.19  3.13     270       3     138       2      92       0 1014.2549_0Bc
1018.0674_0A 20090808T150730 20090809T030730 10.32   1.0      99      22     141       2     -21      -1 1018.4007_0B
1021.0257_0B 20090811T183900 20090811T233730  0.00  3.56      94      47     289       7     178       0 1021.2771_0A
1022.6090_0A 20090813T030730 20090813T070730  6.86   1.5      81      28     339      15     132       6    NULL
1022.8590_0A 20090813T083730 20090813T133730  8.96  2.03     263      36     237      -7     307     -14    NULL
1043.8292_0A 20090903T222400 20090904T092400 15.15  1.44      89      44     138       2      55       0 1043.4333_0B
1067.4438_0A 20090926T232400 20090927T123900  9.06  1.61      86      45      58       0     -67       1 1067.8292_0B
1101.6417_0B 20091031T042400 20091031T092400 15.68  1.66     255      31     408       7     205      10 1101.6521_0Ac
1101.6521_0A 20091031T035449 20091031T102400 12.07  1.81     104      71     292       2    -591     -54 1101.6417_0Bc
1102.1625_0A 20091031T153900 20091031T202400  4.07  0.39     289      36     -21     -38     502      89 1102.1521_0B
1109.6417_0A 20091108T035400 20091108T115400  9.41  2.19     284      41     102      -9     162       8 1109.7458_0Bc
1109.7458_0B 20091108T055449 20091108T155400  8.77  0.89      72      46     -16      -4    -201      -2 1109.6417_0Ac
1117.0375_0A 20091115T132400 20091115T153900  8.32  1.12     282      52     328      -8     100       4    NULL
1118.2042_0A 20091116T165400 20091116T205400 10.76  0.68     287      29     487       0      53     -12    NULL
1119.7771_0B 20091118T085400 20091118T183900  5.87  1.38     100      39    -194     -11     -24       0 1119.8708_0A
1122.7875_0A 20091121T075400 20091121T152400 15.25  3.55      95      54     331      10     270      12 1122.9333_0B
1133.4438_0B 20091201T232449 20091202T053900 11.46  0.54      91      16     172     -11      12      -6 1133.4333_0A
1137.6833_0B 20091206T063900 20091207T022400 12.41  0.67     262      28     104       2      24       0 1137.7771_0A
1144.9333_0A 20091213T093900 20091213T172400  7.62  0.34      92      27      58     -25      22      -7 1144.9021_0B
1147.6000_0A 20091216T025400 20091216T083900 12.67  1.06      73      27     363       0     204      15 1147.6417_0Bc
1147.6417_0B 20091216T033943 20091216T083900 11.24  1.07     290      25     217     -24      87       0 1147.6000_0Ac
1148.3917_0A 20091216T225400 20091217T085400  8.42  0.65     113      73      44      -1       0      -3 1148.4542_0B
1158.2875_0A 20091226T185400 20091226T203900  6.66  0.03     284      19    -165    -226     -65     134 1158.3083_0Bc
1158.3083_0B 20091226T192439 20091226T215400  7.67   0.0      74      12     157    -145    -100      46 1158.2875_0Ac
1159.6208_0A 20091228T025400 20091228T052400  7.20  0.16     277      15      47    -113     -70     -42 1159.6417_0B
1169.6000_0A 20100107T035400 20100107T202400 13.02  0.65     277      32     159       4      21       0 1169.6417_0B
