20070419_110730 175.4007_0A 1.74 9.73 35373
20070419_113730 175.4007_0A 1.87 11.39 43937
20070419_120730 175.4007_0A 1.94 12.34 50017
20070419_123730 175.4007_0A 1.9 9.95 50689
20070419_130730 175.4007_0A 1.83 12.50 51038
20070421_100730 177.6507_0A 0.25 4.60 5365
20070421_103730 177.6507_0A 0.3 4.66 5787
20070421_110730 177.6507_0A 0.36 4.91 6751
20070421_113730 177.6507_0A 0.47 5.20 8460
20070421_120730 177.6507_0A 0.66 5.93 14261
20070421_123730 177.6507_0A 0.69 6.23 14868
20070421_130730 177.6507_0A 0.64 6.69 14431
20070421_133730 177.6507_0A 0.74 6.94 14962
20070421_140730 177.6507_0A 0.75 7.33 16593
20070421_143730 177.6507_0A 0.83 7.50 18027
20070421_150730 177.6507_0A 0.84 7.52 18314
20070421_153730 177.6507_0A 1.02 7.18 20124
20070421_160730 177.6507_0A 0.99 7.02 18953
20070421_163730 177.6507_0A 1.08 7.07 19382
20070421_170730 177.6507_0A 1.07 7.20 18510
20070421_173730 177.6507_0A 1.11 7.25 18767
20070421_180730 177.6507_0A 1.12 7.44 19366
20070421_183730 177.6507_0A 1.16 7.75 20373
20070421_190730 177.6507_0A 1.21 7.91 21044
20070421_193730 177.6507_0A 1.27 7.95 21214
20070421_200730 177.6507_0A 1.56 8.09 25001
20070421_203730 177.6507_0A 1.43 8.25 24145
20070421_210730 177.6507_0A 1.48 8.48 25543
20070421_213730 177.6507_0A 1.43 8.49 24872
20070421_220730 177.6507_0A 1.45 8.63 25801
20070421_223730 177.6507_0A 1.44 8.62 25575
20070421_230730 177.6507_0A 1.45 8.71 26602
20070421_233730 177.6507_0A 1.51 8.58 26288
20070422_000730 177.6507_0A 1.59 8.52 27148
20070422_003730 177.6507_0A 1.71 8.44 27771
20070422_010730 177.6507_0A 1.74 8.47 29075
20070422_013730 177.6507_0A 1.64 8.47 28667
20070422_020730 177.6507_0A 1.65 8.49 29091
20070422_023730 177.6507_0A 1.7 8.53 29891
20070422_030730 177.6507_0A 1.72 8.57 30683
20070422_033730 177.6507_0A 1.75 8.48 30480
20070422_040730 177.6507_0A 1.86 8.48 32236
20070422_043730 177.6507_0A 1.89 8.52 32152
20070422_050730 177.6507_0A 1.86 8.65 34048
20070422_053730 177.6507_0A 1.87 8.66 33660
20070422_060730 177.6507_0A 1.86 8.62 33560
20070422_063730 177.6507_0A 1.88 8.59 35719
20070422_070730 177.6507_0A 1.95 8.63 36485
20070422_073730 177.6507_0A 2.17 8.74 39630
20070422_080730 177.6507_0A 2.14 0.00 41251
20070422_083730 177.6507_0A 2.08 8.93 41885
20070422_090730 177.6507_0A 2.09 8.93 40427
20070422_093730 177.6507_0A 2.06 9.03 42950
20070422_100730 177.6507_0A 2.06 9.09 42462
20070422_103730 177.6507_0A 2.04 9.29 44844
20070422_110730 177.6507_0A 2.06 9.30 43800
20070505_070730 191.7340_0A 0.18 6.36 4604
20070505_073730 191.7340_0A 0.75 6.80 4993
20070505_080730 191.7340_0A 0.9 8.20 6046
20070505_083730 191.7340_0A 0.85 8.44 6687
20070505_090730 191.7340_0A 0.92 8.51 6961
20070505_093730 191.7340_0A 0.82 8.93 7883
20070505_100730 191.7340_0A 0.91 9.09 8156
20070505_103730 191.7340_0A 1.05 9.54 9652
20070505_110730 191.7340_0A 1.0 9.61 9661
20070506_020730 192.5674_0A 0.27 0.00 2240
20070506_023730 192.5674_0A 0.45 0.00 4861
20070506_030730 192.5674_0A 0.59 0.00 8173
20070506_033730 192.5674_0A 0.66 0.00 9649
20070506_040730 192.5674_0A 0.73 0.00 12821
20070506_043730 192.5674_0A 1.48 4.65 24052
20070506_050730 192.5674_0A 1.95 4.36 23729
20070506_053730 192.5674_0A 1.78 4.11 26998
