20070622_133730 240.0049_0A 240.0257_0B 20070622_183730 336.88 0.965 8.88 58.00 72.00 9.63 0.460 -5.890 10.727 9.815 -17.875 -5.38 72.26 73.00 5.30 0.130 -7.494 23.619 8.231 -25.943 
20070627_153730 244.6507_0A 244.9840_0B 20070627_153730 515.50 3.061 9.40 56.10 237.50 -18.51 1.580 4.907 7.875 7.357 11.806 -5.82 71.32 243.00 -9.15 0.590 6.883 19.405 8.975 25.303 
20070627_153730 244.6507_0A 244.9840_0B 20070627_160730 509.18 2.538 9.40 49.78 236.50 -21.46 1.650 5.133 7.208 7.857 11.034 -5.82 65.00 242.00 -12.37 0.820 7.006 15.003 9.205 19.712 
20070627_153730 244.6507_0A 244.9840_0B 20070627_163730 508.18 2.520 9.40 48.78 238.00 -20.85 1.690 5.347 7.441 8.186 11.392 -5.82 64.00 242.50 -12.54 0.870 7.142 14.822 9.680 20.090 
20070627_153730 244.6507_0A 244.9840_0B 20070627_170730 502.55 2.188 9.40 43.15 238.00 -22.53 1.690 5.619 7.178 8.577 10.957 -5.82 58.37 243.00 -14.47 1.030 7.434 13.075 10.137 17.828 
20070627_153730 244.6507_0A 244.9840_0B 20070627_173730 494.18 1.839 9.40 34.78 238.50 -24.21 1.630 5.801 6.742 8.739 10.156 -5.82 50.00 243.50 -16.97 1.200 7.738 11.313 10.951 16.011 
20070627_153730 244.6507_0A 244.9840_0B 20070627_180730 492.21 1.709 9.40 32.81 239.00 -24.27 1.550 5.964 6.814 8.803 10.057 -5.82 48.03 242.50 -18.20 1.180 8.121 11.406 11.307 15.880 
20070627_153730 244.6507_0A 244.9840_0B 20070627_183730 496.18 1.747 9.40 36.78 270.00 -0.00 1.510 6.159 7.689 8.875 11.080 -5.82 52.00 243.50 -16.35 1.070 8.432 12.821 11.532 17.534 
20070627_153730 244.6507_0A 244.9840_0B 20070627_190730 493.18 1.570 9.40 33.78 270.00 -0.00 1.410 6.327 7.612 8.846 10.642 -5.82 49.00 243.50 -17.27 1.060 8.693 12.476 11.823 16.968 
20070627_153730 244.6507_0A 244.9840_0B 20070627_193730 478.49 1.339 9.40 19.09 270.00 -0.00 1.320 6.498 6.876 8.763 9.273 -5.82 34.31 244.00 -20.49 1.200 9.322 10.936 12.859 15.085 
20070627_153730 244.6507_0A 244.9840_0B 20070627_200730 419.24 1.438 9.40 40.16 270.00 -0.00 1.180 6.598 8.633 8.684 11.363 -5.82 24.94 243.50 -22.39 1.390 9.851 10.670 4.471 4.843 
