129.4042_0A 20070303/20070303_231200_d4c2A.fts     7122
129.4042_0A 20070303/20070303_234200_d4c2A.fts     6909
129.4042_0A 20070304/20070304_001200_d4c2A.fts     7993
129.4042_0A 20070304/20070304_004200_d4c2A.fts     7816
129.4042_0A 20070304/20070304_011200_d4c2A.fts     8910
129.4042_0A 20070304/20070304_014200_d4c2A.fts    10825
129.4042_0A 20070304/20070304_021200_d4c2A.fts    11153
129.4042_0A 20070304/20070304_024200_d4c2A.fts    12332
129.4042_0A 20070304/20070304_031200_d4c2A.fts    12044
129.4042_0A 20070304/20070304_034200_d4c2A.fts    13254
129.4042_0A 20070304/20070304_041200_d4c2A.fts    13021
129.4042_0A 20070304/20070304_044200_d4c2A.fts    13990
129.4042_0A 20070304/20070304_051200_d4c2A.fts    13778
129.4042_0A 20070304/20070304_054200_d4c2A.fts    14970
129.4042_0A 20070304/20070304_061200_d4c2A.fts    14539
130.5708_0A 20070305/20070305_021200_d4c2A.fts     2732
130.5708_0A 20070305/20070305_024200_d4c2A.fts     3271
130.5708_0A 20070305/20070305_031200_d4c2A.fts     3532
130.5708_0A 20070305/20070305_034200_d4c2A.fts     3531
130.5708_0A 20070305/20070305_041200_d4c2A.fts     4341
130.5708_0A 20070305/20070305_044200_d4c2A.fts     4212
130.5708_0A 20070305/20070305_051200_d4c2A.fts     4780
130.5708_0A 20070305/20070305_054200_d4c2A.fts     4429
130.5708_0A 20070305/20070305_061200_d4c2A.fts     4875
130.5708_0A 20070305/20070305_064200_d4c2A.fts     4911
130.5708_0A 20070305/20070305_071200_d4c2A.fts     5529
130.5708_0A 20070305/20070305_074200_d4c2A.fts     6462
130.5708_0A 20070305/20070305_081200_d4c2A.fts     6165
130.5708_0A 20070305/20070305_084200_d4c2A.fts     6242
130.5708_0A 20070305/20070305_091200_d4c2A.fts     6817
130.5708_0A 20070305/20070305_094200_d4c2A.fts     5901
130.5708_0A 20070305/20070305_101200_d4c2A.fts     5718
130.5708_0A 20070305/20070305_104200_d4c2A.fts     4133
130.5708_0A 20070305/20070305_111200_d4c2A.fts     4217
130.5708_0A 20070305/20070305_114200_d4c2A.fts     5454
130.5708_0A 20070305/20070305_121200_d4c2A.fts     4447
130.5708_0A 20070305/20070305_124200_d4c2A.fts     5198
130.5708_0A 20070305/20070305_131200_d4c2A.fts     5822
130.5708_0A 20070305/20070305_134200_d4c2A.fts     5730
130.5708_0A 20070305/20070305_141200_d4c2A.fts     6241
130.5708_0A 20070305/20070305_144200_d4c2A.fts     6932
130.5708_0A 20070305/20070305_151200_d4c2A.fts    10584
130.5708_0A 20070305/20070305_154200_d4c2A.fts    10154
130.5708_0A 20070305/20070305_161200_d4c2A.fts     9455
130.5708_0A 20070305/20070305_164200_d4c2A.fts    15439
130.5708_0A 20070305/20070305_171200_d4c2A.fts    16048
130.5708_0A 20070305/20070305_174200_d4c2A.fts    18720
130.5708_0A 20070305/20070305_181200_d4c2A.fts    20748
130.5708_0A 20070305/20070305_184200_d4c2A.fts    22170
130.5708_0A 20070305/20070305_191200_d4c2A.fts    24498
130.5708_0A 20070305/20070305_194200_d4c2A.fts    26855
130.5708_0A 20070305/20070305_201200_d4c2A.fts    36644
130.5708_0A 20070305/20070305_204200_d4c2A.fts    41384
130.5708_0A 20070305/20070305_211200_d4c2A.fts    47184
130.5708_0A 20070305/20070305_214200_d4c2A.fts    49641
130.5708_0A 20070305/20070305_221200_d4c2A.fts    62813
141.5292_0A 20070316/20070316_044200_d4c2A.fts     3960
141.5292_0A 20070316/20070316_051200_d4c2A.fts     3840
141.5292_0A 20070316/20070316_054200_d4c2A.fts     4294
141.5292_0A 20070316/20070316_061200_d4c2A.fts     4718
141.5292_0A 20070316/20070316_064200_d4c2A.fts     4674
141.5292_0A 20070316/20070316_071200_d4c2A.fts     4803
141.5292_0A 20070316/20070316_074200_d4c2A.fts     5495
141.5292_0A 20070316/20070316_081200_d4c2A.fts     5441
141.5292_0A 20070316/20070316_084200_d4c2A.fts     5307
141.5292_0A 20070316/20070316_091200_d4c2A.fts     5246
141.5292_0A 20070316/20070316_094200_d4c2A.fts     5927
141.5292_0A 20070316/20070316_101200_d4c2A.fts     5954
141.5292_0A 20070316/20070316_104200_d4c2A.fts     6619
141.5292_0A 20070316/20070316_111200_d4c2A.fts     7466
141.5292_0A 20070316/20070316_114200_d4c2A.fts     9262
141.5292_0A 20070316/20070316_121200_d4c2A.fts    10134
141.5292_0A 20070316/20070316_124200_d4c2A.fts    11428
141.5292_0A 20070316/20070316_131200_d4c2A.fts    14274
141.5292_0A 20070316/20070316_134200_d4c2A.fts    19656
143.5500_0A 20070318/20070318_041200_d4c2A.fts     4216
143.5500_0A 20070318/20070318_044200_d4c2A.fts     4499
143.5500_0A 20070318/20070318_051200_d4c2A.fts     4890
143.5500_0A 20070318/20070318_054200_d4c2A.fts     5094
143.5500_0A 20070318/20070318_061200_d4c2A.fts     5001
143.5500_0A 20070318/20070318_064200_d4c2A.fts     5620
143.5500_0A 20070318/20070318_071200_d4c2A.fts     5876
143.5500_0A 20070318/20070318_074200_d4c2A.fts     7339
143.5500_0A 20070318/20070318_081200_d4c2A.fts     9338
143.5500_0A 20070318/20070318_084200_d4c2A.fts    11153
143.5500_0A 20070318/20070318_091200_d4c2A.fts    13223
143.5500_0A 20070318/20070318_094200_d4c2A.fts    15271
143.5500_0A 20070318/20070318_101200_d4c2A.fts    15461
143.5500_0A 20070318/20070318_104200_d4c2A.fts    17340
143.5500_0A 20070318/20070318_111200_d4c2A.fts    16169
143.5500_0A 20070318/20070318_114200_d4c2A.fts    17548
143.5500_0A 20070318/20070318_121200_d4c2A.fts    15801
143.5500_0A 20070318/20070318_124200_d4c2A.fts    15246
143.5500_0A 20070318/20070318_131200_d4c2A.fts    14817
143.5500_0A 20070318/20070318_134200_d4c2A.fts    13996
143.5500_0A 20070318/20070318_141200_d4c2A.fts    14382
143.5500_0A 20070318/20070318_144200_d4c2A.fts    14995
143.5500_0A 20070318/20070318_151200_d4c2A.fts    14246
143.5500_0A 20070318/20070318_154200_d4c2A.fts    13950
143.5500_0A 20070318/20070318_161200_d4c2A.fts    13570
143.5500_0A 20070318/20070318_164200_d4c2A.fts    14267
143.5500_0A 20070318/20070318_171200_d4c2A.fts    14483
143.5500_0A 20070318/20070318_174200_d4c2A.fts    14657
143.5500_0A 20070319/20070319_004200_d4c2A.fts    19143
143.5500_0A 20070319/20070319_011200_d4c2A.fts    18611
143.5500_0A 20070319/20070319_014200_d4c2A.fts    19037
143.5500_0A 20070319/20070319_021200_d4c2A.fts    18104
144.8417_0A 20070319/20070319_084200_d4c2A.fts     1513
144.8417_0A 20070319/20070319_091200_d4c2A.fts     2203
144.8417_0A 20070319/20070319_094200_d4c2A.fts     3260
144.8417_0A 20070319/20070319_101200_d4c2A.fts     4633
144.8417_0A 20070319/20070319_104200_d4c2A.fts     5715
144.8417_0A 20070319/20070319_111200_d4c2A.fts     6865
144.8417_0A 20070319/20070319_114200_d4c2A.fts     6435
146.1125_0A 20070320/20070320_154200_d4c2A.fts     1899
146.1125_0A 20070320/20070320_161200_d4c2A.fts     3044
146.1125_0A 20070320/20070320_164200_d4c2A.fts     4136
146.1125_0A 20070320/20070320_171200_d4c2A.fts     6801
146.1125_0A 20070320/20070320_174200_d4c2A.fts     9030
146.1125_0A 20070320/20070320_181200_d4c2A.fts     9530
146.1125_0A 20070320/20070320_184200_d4c2A.fts    10811
146.1125_0A 20070320/20070320_191200_d4c2A.fts    11561
146.1125_0A 20070320/20070320_194200_d4c2A.fts    12122
146.6125_0A 20070321/20070321_051200_d4c2A.fts     2185
146.6125_0A 20070321/20070321_054200_d4c2A.fts     2365
146.6125_0A 20070321/20070321_061200_d4c2A.fts     2541
146.6125_0A 20070321/20070321_064200_d4c2A.fts     2986
146.6125_0A 20070321/20070321_071200_d4c2A.fts     3455
146.6125_0A 20070321/20070321_074200_d4c2A.fts     4081
146.6125_0A 20070321/20070321_081200_d4c2A.fts     4558
146.6125_0A 20070321/20070321_084200_d4c2A.fts     5377
146.6125_0A 20070321/20070321_091200_d4c2A.fts     5856
146.6125_0A 20070321/20070321_094200_d4c2A.fts     7061
146.6125_0A 20070321/20070321_101200_d4c2A.fts     7936
146.6125_0A 20070321/20070321_104200_d4c2A.fts     8120
146.6125_0A 20070321/20070321_111200_d4c2A.fts     9038
146.6125_0A 20070321/20070321_114200_d4c2A.fts     9798
146.6125_0A 20070321/20070321_121200_d4c2A.fts    10280
146.6125_0A 20070321/20070321_124200_d4c2A.fts    10344
146.6125_0A 20070321/20070321_131200_d4c2A.fts    11770
146.6125_0A 20070321/20070321_134200_d4c2A.fts    12669
146.6125_0A 20070321/20070321_141200_d4c2A.fts    15034
146.6125_0A 20070321/20070321_144200_d4c2A.fts    17474
146.6125_0A 20070321/20070321_151200_d4c2A.fts    19686
146.6125_0A 20070321/20070321_154200_d4c2A.fts    22762
146.6125_0A 20070321/20070321_161200_d4c2A.fts    23136
146.6125_0A 20070321/20070321_164200_d4c2A.fts    26563
146.6125_0A 20070321/20070321_171200_d4c2A.fts    26649
146.6125_0A 20070321/20070321_174200_d4c2A.fts    30775
146.6125_0A 20070321/20070321_181200_d4c2A.fts    33221
148.3000_0A 20070322/20070322_234200_d4c2A.fts     3766
148.3000_0A 20070323/20070323_001200_d4c2A.fts     3887
148.3000_0A 20070323/20070323_004200_d4c2A.fts     3708
148.3000_0A 20070323/20070323_011200_d4c2A.fts     3978
148.3000_0A 20070323/20070323_014200_d4c2A.fts     4116
148.3000_0A 20070323/20070323_021200_d4c2A.fts     4879
148.3000_0A 20070323/20070323_024200_d4c2A.fts     5344
148.3000_0A 20070323/20070323_031200_d4c2A.fts     6243
148.3000_0A 20070323/20070323_034200_d4c2A.fts     7379
148.3000_0A 20070323/20070323_041200_d4c2A.fts     8014
148.3000_0A 20070323/20070323_044200_d4c2A.fts     7949
148.3000_0A 20070323/20070323_051200_d4c2A.fts     7598
148.3000_0A 20070323/20070323_054200_d4c2A.fts     7067
148.3000_0A 20070323/20070323_061200_d4c2A.fts     6942
148.3000_0A 20070323/20070323_064200_d4c2A.fts     6625
148.3000_0A 20070323/20070323_071200_d4c2A.fts     6033
148.3000_0A 20070323/20070323_074200_d4c2A.fts     6847
148.3000_0A 20070323/20070323_081200_d4c2A.fts     7068
148.3000_0A 20070323/20070323_084200_d4c2A.fts     6965
148.3000_0A 20070323/20070323_091200_d4c2A.fts     7405
148.3000_0A 20070323/20070323_094200_d4c2A.fts     7890
148.3000_0A 20070323/20070323_101200_d4c2A.fts     8205
148.3000_0A 20070323/20070323_104200_d4c2A.fts    10068
148.3000_0A 20070323/20070323_111200_d4c2A.fts     9699
148.3000_0A 20070323/20070323_114200_d4c2A.fts     9904
148.3000_0A 20070323/20070323_121200_d4c2A.fts     7475
148.3000_0A 20070323/20070323_124200_d4c2A.fts     6366
148.3000_0A 20070323/20070323_131200_d4c2A.fts     6156
148.1958_0A 20070322/20070322_221200_d4c2A.fts     1841
148.1958_0A 20070322/20070322_224200_d4c2A.fts     2012
148.1958_0A 20070322/20070322_231200_d4c2A.fts     1929
148.1958_0A 20070322/20070322_234200_d4c2A.fts     1885
148.1958_0A 20070323/20070323_001200_d4c2A.fts     2221
148.1958_0A 20070323/20070323_004200_d4c2A.fts     2234
148.1958_0A 20070323/20070323_011200_d4c2A.fts     2385
148.1958_0A 20070323/20070323_014200_d4c2A.fts     2401
148.1958_0A 20070323/20070323_021200_d4c2A.fts     2742
148.1958_0A 20070323/20070323_024200_d4c2A.fts     2672
148.1958_0A 20070323/20070323_031200_d4c2A.fts     3005
148.1958_0A 20070323/20070323_034200_d4c2A.fts     3226
148.1958_0A 20070323/20070323_041200_d4c2A.fts     3144
148.1958_0A 20070323/20070323_044200_d4c2A.fts     2972
148.1958_0A 20070323/20070323_051200_d4c2A.fts     2950
148.1958_0A 20070323/20070323_054200_d4c2A.fts     3113
148.1958_0A 20070323/20070323_061200_d4c2A.fts     3385
148.1958_0A 20070323/20070323_064200_d4c2A.fts     3944
148.1958_0A 20070323/20070323_071200_d4c2A.fts     3893
148.1958_0A 20070323/20070323_074200_d4c2A.fts     4503
148.1958_0A 20070323/20070323_081200_d4c2A.fts     4310
148.1958_0A 20070323/20070323_084200_d4c2A.fts     4225
148.1958_0A 20070323/20070323_091200_d4c2A.fts     3761
148.1958_0A 20070323/20070323_094200_d4c2A.fts     3200
148.1958_0A 20070323/20070323_101200_d4c2A.fts     2540
148.1958_0A 20070323/20070323_104200_d4c2A.fts     2180
148.1958_0A 20070323/20070323_111200_d4c2A.fts     1405
148.1958_0A 20070323/20070323_114200_d4c2A.fts     1301
148.1958_0A 20070323/20070323_121200_d4c2A.fts     1177
148.1958_0A 20070323/20070323_124200_d4c2A.fts      933
148.1958_0A 20070323/20070323_131200_d4c2A.fts      652
148.1958_0A 20070323/20070323_134200_d4c2A.fts      524
148.1958_0A 20070323/20070323_141200_d4c2A.fts      430
148.1958_0A 20070323/20070323_144200_d4c2A.fts      482
148.1958_0A 20070323/20070323_151200_d4c2A.fts      654
148.1958_0A 20070323/20070323_154200_d4c2A.fts      787
148.1958_0A 20070323/20070323_161200_d4c2A.fts      460
148.1958_0A 20070323/20070323_164200_d4c2A.fts      303
148.1958_0A 20070323/20070323_171200_d4c2A.fts      205
148.0500_0A 20070322/20070322_171200_d4c2A.fts     3159
148.0500_0A 20070322/20070322_174200_d4c2A.fts     3609
148.0500_0A 20070322/20070322_181200_d4c2A.fts     3672
148.0500_0A 20070322/20070322_184200_d4c2A.fts     4081
148.0500_0A 20070322/20070322_191200_d4c2A.fts     4031
148.0500_0A 20070322/20070322_194200_d4c2A.fts     4307
148.0500_0A 20070322/20070322_214200_d4c2A.fts     5385
148.0500_0A 20070322/20070322_221200_d4c2A.fts     6553
148.0500_0A 20070322/20070322_224200_d4c2A.fts     7120
148.0500_0A 20070322/20070322_231200_d4c2A.fts     7371
148.0500_0A 20070322/20070322_234200_d4c2A.fts     7573
148.0500_0A 20070323/20070323_001200_d4c2A.fts     8143
148.0500_0A 20070323/20070323_004200_d4c2A.fts     8303
148.0500_0A 20070323/20070323_011200_d4c2A.fts     8833
148.0500_0A 20070323/20070323_014200_d4c2A.fts     9279
